timestep,plant,availability
t0103,SE4_hydro,0.5315
t0104,SE4_hydro,0.5402
t0105,SE4_hydro,0.5407
t0106,SE4_hydro,0.5572
t0107,SE4_hydro,0.5572
t0108,SE4_hydro,0.5556
t0109,SE4_hydro,0.5554
t0110,SE4_hydro,0.5558
t0111,SE4_hydro,0.5518
t0112,SE4_hydro,0.5555
t0113,SE4_hydro,0.5568
t0114,SE4_hydro,0.5584
t0115,SE4_hydro,0.5552
t0116,SE4_hydro,0.5429
t0117,SE4_hydro,0.5304
t0118,SE4_hydro,0.5048
t0119,SE4_hydro,0.4103
t0120,SE4_hydro,0.3175
t0121,SE4_hydro,0.3017
t0122,SE4_hydro,0.2588
t0123,SE4_hydro,0.2528
t0124,SE4_hydro,0.2662
t0125,SE4_hydro,0.2731
t0126,SE4_hydro,0.276
t0127,SE4_hydro,0.3254
t0128,SE4_hydro,0.4042
t0129,SE4_hydro,0.4069
t0130,SE4_hydro,0.4066
t0131,SE4_hydro,0.4062
t0132,SE4_hydro,0.4063
t0133,SE4_hydro,0.4127
t0134,SE4_hydro,0.4317
t0135,SE4_hydro,0.4316
t0136,SE4_hydro,0.4316
t0137,SE4_hydro,0.4338
t0138,SE4_hydro,0.4341
t0139,SE4_hydro,0.4339
t0140,SE4_hydro,0.4125
t0141,SE4_hydro,0.4076
t0142,SE4_hydro,0.3925
t0143,SE4_hydro,0.3777
t0144,SE4_hydro,0.3593
t0145,SE4_hydro,0.3593
t0146,SE4_hydro,0.3602
t0147,SE4_hydro,0.3593
t0148,SE4_hydro,0.3722
t0149,SE4_hydro,0.3717
t0150,SE4_hydro,0.3751
t0151,SE4_hydro,0.3805
t0152,SE4_hydro,0.3825
t0153,SE4_hydro,0.3818
t0154,SE4_hydro,0.3917
t0155,SE4_hydro,0.3974
t0156,SE4_hydro,0.3765
t0157,SE4_hydro,0.3871
t0158,SE4_hydro,0.4054
t0159,SE4_hydro,0.4175
t0160,SE4_hydro,0.421
t0161,SE4_hydro,0.4271
t0162,SE4_hydro,0.4267
t0163,SE4_hydro,0.3999
t0164,SE4_hydro,0.3673
t0165,SE4_hydro,0.3633
t0166,SE4_hydro,0.3176
t0167,SE4_hydro,0.2863
t0168,SE4_hydro,0.2798
t0001,SE4_wind,0.4596
t0002,SE4_wind,0.4604
t0003,SE4_wind,0.4558
t0004,SE4_wind,0.4477
t0005,SE4_wind,0.4374
t0006,SE4_wind,0.4365
t0007,SE4_wind,0.4128
t0008,SE4_wind,0.3846
t0009,SE4_wind,0.3652
t0010,SE4_wind,0.3435
t0011,SE4_wind,0.3325
t0012,SE4_wind,0.3278
t0013,SE4_wind,0.3381
t0014,SE4_wind,0.3491
t0015,SE4_wind,0.3602
t0016,SE4_wind,0.3823
t0017,SE4_wind,0.4023
t0018,SE4_wind,0.4081
t0019,SE4_wind,0.4168
t0020,SE4_wind,0.4211
t0021,SE4_wind,0.4231
t0022,SE4_wind,0.4061
t0023,SE4_wind,0.3801
t0024,SE4_wind,0.3593
t0025,SE4_wind,0.332
t0026,SE4_wind,0.3037
t0027,SE4_wind,0.2706
t0028,SE4_wind,0.2349
t0029,SE4_wind,0.1949
t0030,SE4_wind,0.1532
t0031,SE4_wind,0.1215
t0032,SE4_wind,0.1191
t0033,SE4_wind,0.1645
t0034,SE4_wind,0.2426
t0035,SE4_wind,0.3324
t0036,SE4_wind,0.389
t0037,SE4_wind,0.4205
t0038,SE4_wind,0.4589
t0039,SE4_wind,0.4888
t0040,SE4_wind,0.5014
t0041,SE4_wind,0.5143
t0042,SE4_wind,0.5048
t0043,SE4_wind,0.4921
t0044,SE4_wind,0.463
t0045,SE4_wind,0.4414
t0046,SE4_wind,0.4527
t0047,SE4_wind,0.4274
t0048,SE4_wind,0.4382
t0049,SE4_wind,0.4434
t0050,SE4_wind,0.4374
t0051,SE4_wind,0.4485
t0052,SE4_wind,0.4531
t0053,SE4_wind,0.4529
t0054,SE4_wind,0.4543
t0055,SE4_wind,0.4451
t0056,SE4_wind,0.4277
t0057,SE4_wind,0.4001
t0058,SE4_wind,0.3738
t0059,SE4_wind,0.3439
t0060,SE4_wind,0.3267
t0061,SE4_wind,0.3075
t0062,SE4_wind,0.2937
t0063,SE4_wind,0.2899
t0064,SE4_wind,0.2863
t0065,SE4_wind,0.2924
t0066,SE4_wind,0.2907
t0067,SE4_wind,0.288
t0068,SE4_wind,0.2709
t0069,SE4_wind,0.2473
t0070,SE4_wind,0.2235
t0071,SE4_wind,0.1935
t0072,SE4_wind,0.174
t0073,SE4_wind,0.1426
t0074,SE4_wind,0.116
t0075,SE4_wind,0.0973
t0076,SE4_wind,0.0776
t0077,SE4_wind,0.0652
t0078,SE4_wind,0.0648
t0079,SE4_wind,0.0637
t0080,SE4_wind,0.0706
t0081,SE4_wind,0.0808
t0082,SE4_wind,0.0797
t0083,SE4_wind,0.081
t0084,SE4_wind,0.1002
t0085,SE4_wind,0.134
t0086,SE4_wind,0.1845
t0087,SE4_wind,0.2471
t0088,SE4_wind,0.3155
t0089,SE4_wind,0.3809
t0090,SE4_wind,0.4342
t0091,SE4_wind,0.4903
t0092,SE4_wind,0.5252
t0093,SE4_wind,0.5523
t0094,SE4_wind,0.5787
t0095,SE4_wind,0.5981
t0096,SE4_wind,0.6084
t0097,SE4_wind,0.6179
t0098,SE4_wind,0.6256
t0099,SE4_wind,0.6278
t0100,SE4_wind,0.6341
t0101,SE4_wind,0.6418
t0102,SE4_wind,0.6375
t0103,SE4_wind,0.6258
t0104,SE4_wind,0.5973
t0105,SE4_wind,0.5749
t0106,SE4_wind,0.5506
t0107,SE4_wind,0.4997
t0108,SE4_wind,0.4368
t0109,SE4_wind,0.3802
t0110,SE4_wind,0.326
t0111,SE4_wind,0.2803
t0112,SE4_wind,0.2523
t0113,SE4_wind,0.2133
t0114,SE4_wind,0.2097
t0115,SE4_wind,0.1836
t0116,SE4_wind,0.1766
t0117,SE4_wind,0.169
t0118,SE4_wind,0.1567
t0119,SE4_wind,0.143
t0120,SE4_wind,0.1514
t0121,SE4_wind,0.1465
t0122,SE4_wind,0.15
t0123,SE4_wind,0.1557
t0124,SE4_wind,0.1684
t0125,SE4_wind,0.1935
t0126,SE4_wind,0.2156
t0127,SE4_wind,0.2471
t0128,SE4_wind,0.2731
t0129,SE4_wind,0.2961
t0130,SE4_wind,0.3135
t0131,SE4_wind,0.3238
t0132,SE4_wind,0.3163
t0133,SE4_wind,0.3216
t0134,SE4_wind,0.3449
t0135,SE4_wind,0.3848
t0136,SE4_wind,0.4198
t0137,SE4_wind,0.4297
t0138,SE4_wind,0.4346
t0139,SE4_wind,0.4064
t0140,SE4_wind,0.4002
t0141,SE4_wind,0.3755
t0142,SE4_wind,0.3402
t0143,SE4_wind,0.3307
t0144,SE4_wind,0.3382
t0145,SE4_wind,0.3337
t0146,SE4_wind,0.3388
t0147,SE4_wind,0.3313
t0148,SE4_wind,0.316
t0149,SE4_wind,0.2963
t0150,SE4_wind,0.2768
t0151,SE4_wind,0.2602
t0152,SE4_wind,0.2562
t0153,SE4_wind,0.2567
t0154,SE4_wind,0.2636
t0155,SE4_wind,0.2641
t0156,SE4_wind,0.2885
t0157,SE4_wind,0.2944
t0158,SE4_wind,0.3179
t0159,SE4_wind,0.3334
t0160,SE4_wind,0.3539
t0161,SE4_wind,0.3722
t0162,SE4_wind,0.3856
t0163,SE4_wind,0.4078
t0164,SE4_wind,0.4306
t0165,SE4_wind,0.4607
t0166,SE4_wind,0.4871
t0167,SE4_wind,0.5117
t0168,SE4_wind,0.5214
t0001,SE4_chp_district,0.8
t0002,SE4_chp_district,0.8
t0003,SE4_chp_district,0.8
t0004,SE4_chp_district,0.8
t0005,SE4_chp_district,0.8
t0006,SE4_chp_district,0.8
t0007,SE4_chp_district,0.8
t0008,SE4_chp_district,0.8
t0009,SE4_chp_district,0.8
t0010,SE4_chp_district,0.8
t0011,SE4_chp_district,0.8
t0012,SE4_chp_district,0.8
t0013,SE4_chp_district,0.8
t0014,SE4_chp_district,0.8
t0015,SE4_chp_district,0.8
t0016,SE4_chp_district,0.8
t0017,SE4_chp_district,0.8
t0018,SE4_chp_district,0.8
t0019,SE4_chp_district,0.8
t0020,SE4_chp_district,0.8
t0021,SE4_chp_district,0.8
t0022,SE4_chp_district,0.8
t0023,SE4_chp_district,0.8
t0024,SE4_chp_district,0.8
t0025,SE4_chp_district,0.8
t0026,SE4_chp_district,0.8
t0027,SE4_chp_district,0.8
t0028,SE4_chp_district,0.8
t0029,SE4_chp_district,0.8
t0030,SE4_chp_district,0.8
t0031,SE4_chp_district,0.8
t0032,SE4_chp_district,0.8
t0033,SE4_chp_district,0.8
t0034,SE4_chp_district,0.8
t0035,SE4_chp_district,0.8
t0036,SE4_chp_district,0.8
t0037,SE4_chp_district,0.8
t0038,SE4_chp_district,0.8
t0039,SE4_chp_district,0.8
t0040,SE4_chp_district,0.8
t0041,SE4_chp_district,0.8
t0042,SE4_chp_district,0.8
t0043,SE4_chp_district,0.8
t0044,SE4_chp_district,0.8
t0045,SE4_chp_district,0.8
t0046,SE4_chp_district,0.8
t0047,SE4_chp_district,0.8
t0048,SE4_chp_district,0.8
t0049,SE4_chp_district,0.8
t0050,SE4_chp_district,0.8
t0051,SE4_chp_district,0.8
t0052,SE4_chp_district,0.8
t0053,SE4_chp_district,0.8
t0054,SE4_chp_district,0.8
t0055,SE4_chp_district,0.8
t0056,SE4_chp_district,0.8
t0057,SE4_chp_district,0.8
t0058,SE4_chp_district,0.8
t0059,SE4_chp_district,0.8
t0060,SE4_chp_district,0.8
t0061,SE4_chp_district,0.8
t0062,SE4_chp_district,0.8
t0063,SE4_chp_district,0.8
t0064,SE4_chp_district,0.8
t0065,SE4_chp_district,0.8
t0066,SE4_chp_district,0.8
t0067,SE4_chp_district,0.8
t0068,SE4_chp_district,0.8
t0069,SE4_chp_district,0.8
t0070,SE4_chp_district,0.8
t0071,SE4_chp_district,0.8
t0072,SE4_chp_district,0.8
t0073,SE4_chp_district,0.8
t0074,SE4_chp_district,0.8
t0075,SE4_chp_district,0.8
t0076,SE4_chp_district,0.8
t0077,SE4_chp_district,0.8
t0078,SE4_chp_district,0.8
t0079,SE4_chp_district,0.8
t0080,SE4_chp_district,0.8
t0081,SE4_chp_district,0.8
t0082,SE4_chp_district,0.8
t0083,SE4_chp_district,0.8
t0084,SE4_chp_district,0.8
t0085,SE4_chp_district,0.8
t0086,SE4_chp_district,0.8
t0087,SE4_chp_district,0.8
t0088,SE4_chp_district,0.8
t0089,SE4_chp_district,0.8
t0090,SE4_chp_district,0.8
t0091,SE4_chp_district,0.8
t0092,SE4_chp_district,0.8
t0093,SE4_chp_district,0.8
t0094,SE4_chp_district,0.8
t0095,SE4_chp_district,0.8
t0096,SE4_chp_district,0.8
t0097,SE4_chp_district,0.8
t0098,SE4_chp_district,0.8
t0099,SE4_chp_district,0.8
t0100,SE4_chp_district,0.8
t0101,SE4_chp_district,0.8
t0102,SE4_chp_district,0.8
t0103,SE4_chp_district,0.8
t0104,SE4_chp_district,0.8
t0105,SE4_chp_district,0.8
t0106,SE4_chp_district,0.8
t0107,SE4_chp_district,0.8
t0108,SE4_chp_district,0.8
t0109,SE4_chp_district,0.8
t0110,SE4_chp_district,0.8
t0111,SE4_chp_district,0.8
t0112,SE4_chp_district,0.8
t0113,SE4_chp_district,0.8
t0114,SE4_chp_district,0.8
t0115,SE4_chp_district,0.8
t0116,SE4_chp_district,0.8
t0117,SE4_chp_district,0.8
t0118,SE4_chp_district,0.8
t0119,SE4_chp_district,0.8
t0120,SE4_chp_district,0.8
t0121,SE4_chp_district,0.8
t0122,SE4_chp_district,0.8
t0123,SE4_chp_district,0.8
t0124,SE4_chp_district,0.8
t0125,SE4_chp_district,0.8
t0126,SE4_chp_district,0.8
t0127,SE4_chp_district,0.8
t0128,SE4_chp_district,0.8
t0129,SE4_chp_district,0.8
t0130,SE4_chp_district,0.8
t0131,SE4_chp_district,0.8
t0132,SE4_chp_district,0.8
t0133,SE4_chp_district,0.8
t0134,SE4_chp_district,0.8
t0135,SE4_chp_district,0.8
t0136,SE4_chp_district,0.8
t0137,SE4_chp_district,0.8
t0138,SE4_chp_district,0.8
t0139,SE4_chp_district,0.8
t0140,SE4_chp_district,0.8
t0141,SE4_chp_district,0.8
t0142,SE4_chp_district,0.8
t0143,SE4_chp_district,0.8
t0144,SE4_chp_district,0.8
t0145,SE4_chp_district,0.8
t0146,SE4_chp_district,0.8
t0147,SE4_chp_district,0.8
t0148,SE4_chp_district,0.8
t0149,SE4_chp_district,0.8
t0150,SE4_chp_district,0.8
t0151,SE4_chp_district,0.8
t0152,SE4_chp_district,0.8
t0153,SE4_chp_district,0.8
t0154,SE4_chp_district,0.8
t0155,SE4_chp_district,0.8
t0156,SE4_chp_district,0.8
t0157,SE4_chp_district,0.8
t0158,SE4_chp_district,0.8
t0159,SE4_chp_district,0.8
t0160,SE4_chp_district,0.8
t0161,SE4_chp_district,0.8
t0162,SE4_chp_district,0.8
t0163,SE4_chp_district,0.8
t0164,SE4_chp_district,0.8
t0165,SE4_chp_district,0.8
t0166,SE4_chp_district,0.8
t0167,SE4_chp_district,0.8
t0168,SE4_chp_district,0.8
t0001,SE4_chp_industry,0.8
t0002,SE4_chp_industry,0.8
t0003,SE4_chp_industry,0.8
t0004,SE4_chp_industry,0.8
t0005,SE4_chp_industry,0.8
t0006,SE4_chp_industry,0.8
t0007,SE4_chp_industry,0.8
t0008,SE4_chp_industry,0.8
t0009,SE4_chp_industry,0.8
t0010,SE4_chp_industry,0.8
t0011,SE4_chp_industry,0.8
t0012,SE4_chp_industry,0.8
t0013,SE4_chp_industry,0.8
t0014,SE4_chp_industry,0.8
t0015,SE4_chp_industry,0.8
t0016,SE4_chp_industry,0.8
t0017,SE4_chp_industry,0.8
t0018,SE4_chp_industry,0.8
t0019,SE4_chp_industry,0.8
t0020,SE4_chp_industry,0.8
t0021,SE4_chp_industry,0.8
t0022,SE4_chp_industry,0.8
t0023,SE4_chp_industry,0.8
t0024,SE4_chp_industry,0.8
t0025,SE4_chp_industry,0.8
t0026,SE4_chp_industry,0.8
t0027,SE4_chp_industry,0.8
t0028,SE4_chp_industry,0.8
t0029,SE4_chp_industry,0.8
t0030,SE4_chp_industry,0.8
t0031,SE4_chp_industry,0.8
t0032,SE4_chp_industry,0.8
t0033,SE4_chp_industry,0.8
t0034,SE4_chp_industry,0.8
t0035,SE4_chp_industry,0.8
t0036,SE4_chp_industry,0.8
t0037,SE4_chp_industry,0.8
t0038,SE4_chp_industry,0.8
t0039,SE4_chp_industry,0.8
t0040,SE4_chp_industry,0.8
t0041,SE4_chp_industry,0.8
t0042,SE4_chp_industry,0.8
t0043,SE4_chp_industry,0.8
t0044,SE4_chp_industry,0.8
t0045,SE4_chp_industry,0.8
t0046,SE4_chp_industry,0.8
t0047,SE4_chp_industry,0.8
t0048,SE4_chp_industry,0.8
t0049,SE4_chp_industry,0.8
t0050,SE4_chp_industry,0.8
t0051,SE4_chp_industry,0.8
t0052,SE4_chp_industry,0.8
t0053,SE4_chp_industry,0.8
t0054,SE4_chp_industry,0.8
t0055,SE4_chp_industry,0.8
t0056,SE4_chp_industry,0.8
t0057,SE4_chp_industry,0.8
t0058,SE4_chp_industry,0.8
t0059,SE4_chp_industry,0.8
t0060,SE4_chp_industry,0.8
t0061,SE4_chp_industry,0.8
t0062,SE4_chp_industry,0.8
t0063,SE4_chp_industry,0.8
t0064,SE4_chp_industry,0.8
t0065,SE4_chp_industry,0.8
t0066,SE4_chp_industry,0.8
t0067,SE4_chp_industry,0.8
t0068,SE4_chp_industry,0.8
t0069,SE4_chp_industry,0.8
t0070,SE4_chp_industry,0.8
t0071,SE4_chp_industry,0.8
t0072,SE4_chp_industry,0.8
t0073,SE4_chp_industry,0.8
t0074,SE4_chp_industry,0.8
t0075,SE4_chp_industry,0.8
t0076,SE4_chp_industry,0.8
t0077,SE4_chp_industry,0.8
t0078,SE4_chp_industry,0.8
t0079,SE4_chp_industry,0.8
t0080,SE4_chp_industry,0.8
t0081,SE4_chp_industry,0.8
t0082,SE4_chp_industry,0.8
t0083,SE4_chp_industry,0.8
t0084,SE4_chp_industry,0.8
t0085,SE4_chp_industry,0.8
t0086,SE4_chp_industry,0.8
t0087,SE4_chp_industry,0.8
t0088,SE4_chp_industry,0.8
t0089,SE4_chp_industry,0.8
t0090,SE4_chp_industry,0.8
t0091,SE4_chp_industry,0.8
t0092,SE4_chp_industry,0.8
t0093,SE4_chp_industry,0.8
t0094,SE4_chp_industry,0.8
t0095,SE4_chp_industry,0.8
t0096,SE4_chp_industry,0.8
t0097,SE4_chp_industry,0.8
t0098,SE4_chp_industry,0.8
t0099,SE4_chp_industry,0.8
t0100,SE4_chp_industry,0.8
t0101,SE4_chp_industry,0.8
t0102,SE4_chp_industry,0.8
t0103,SE4_chp_industry,0.8
t0104,SE4_chp_industry,0.8
t0105,SE4_chp_industry,0.8
t0106,SE4_chp_industry,0.8
t0107,SE4_chp_industry,0.8
t0108,SE4_chp_industry,0.8
t0109,SE4_chp_industry,0.8
t0110,SE4_chp_industry,0.8
t0111,SE4_chp_industry,0.8
t0112,SE4_chp_industry,0.8
t0113,SE4_chp_industry,0.8
t0114,SE4_chp_industry,0.8
t0115,SE4_chp_industry,0.8
t0116,SE4_chp_industry,0.8
t0117,SE4_chp_industry,0.8
t0118,SE4_chp_industry,0.8
t0119,SE4_chp_industry,0.8
t0120,SE4_chp_industry,0.8
t0121,SE4_chp_industry,0.8
t0122,SE4_chp_industry,0.8
t0123,SE4_chp_industry,0.8
t0124,SE4_chp_industry,0.8
t0125,SE4_chp_industry,0.8
t0126,SE4_chp_industry,0.8
t0127,SE4_chp_industry,0.8
t0128,SE4_chp_industry,0.8
t0129,SE4_chp_industry,0.8
t0130,SE4_chp_industry,0.8
t0131,SE4_chp_industry,0.8
t0132,SE4_chp_industry,0.8
t0133,SE4_chp_industry,0.8
t0134,SE4_chp_industry,0.8
t0135,SE4_chp_industry,0.8
t0136,SE4_chp_industry,0.8
t0137,SE4_chp_industry,0.8
t0138,SE4_chp_industry,0.8
t0139,SE4_chp_industry,0.8
t0140,SE4_chp_industry,0.8
t0141,SE4_chp_industry,0.8
t0142,SE4_chp_industry,0.8
t0143,SE4_chp_industry,0.8
t0144,SE4_chp_industry,0.8
t0145,SE4_chp_industry,0.8
t0146,SE4_chp_industry,0.8
t0147,SE4_chp_industry,0.8
t0148,SE4_chp_industry,0.8
t0149,SE4_chp_industry,0.8
t0150,SE4_chp_industry,0.8
t0151,SE4_chp_industry,0.8
t0152,SE4_chp_industry,0.8
t0153,SE4_chp_industry,0.8
t0154,SE4_chp_industry,0.8
t0155,SE4_chp_industry,0.8
t0156,SE4_chp_industry,0.8
t0157,SE4_chp_industry,0.8
t0158,SE4_chp_industry,0.8
t0159,SE4_chp_industry,0.8
t0160,SE4_chp_industry,0.8
t0161,SE4_chp_industry,0.8
t0162,SE4_chp_industry,0.8
t0163,SE4_chp_industry,0.8
t0164,SE4_chp_industry,0.8
t0165,SE4_chp_industry,0.8
t0166,SE4_chp_industry,0.8
t0167,SE4_chp_industry,0.8
t0168,SE4_chp_industry,0.8
t0001,SE4_gasturbine,0.0
t0002,SE4_gasturbine,0.0
t0003,SE4_gasturbine,0.0
t0004,SE4_gasturbine,0.0
t0005,SE4_gasturbine,0.0
t0006,SE4_gasturbine,0.0
t0007,SE4_gasturbine,0.0
t0008,SE4_gasturbine,0.0
t0009,SE4_gasturbine,0.0
t0010,SE4_gasturbine,0.0
t0011,SE4_gasturbine,0.0
t0012,SE4_gasturbine,0.0002
t0013,SE4_gasturbine,0.0
t0014,SE4_gasturbine,0.0
t0015,SE4_gasturbine,0.0
t0016,SE4_gasturbine,0.0
t0017,SE4_gasturbine,0.0
t0018,SE4_gasturbine,0.0
t0019,SE4_gasturbine,0.0
t0020,SE4_gasturbine,0.0
t0021,SE4_gasturbine,0.0
t0022,SE4_gasturbine,0.0
t0023,SE4_gasturbine,0.0
t0024,SE4_gasturbine,0.0002
t0025,SE4_gasturbine,0.0
t0026,SE4_gasturbine,0.0
t0027,SE4_gasturbine,0.0
t0028,SE4_gasturbine,0.0
t0029,SE4_gasturbine,0.0
t0030,SE4_gasturbine,0.0
t0031,SE4_gasturbine,0.0
t0032,SE4_gasturbine,0.0
t0033,SE4_gasturbine,0.0
t0034,SE4_gasturbine,0.0
t0035,SE4_gasturbine,0.0
t0036,SE4_gasturbine,0.0002
t0037,SE4_gasturbine,0.0
t0038,SE4_gasturbine,0.0
t0039,SE4_gasturbine,0.0
t0040,SE4_gasturbine,0.0
t0041,SE4_gasturbine,0.0
t0042,SE4_gasturbine,0.0
t0043,SE4_gasturbine,0.0
t0044,SE4_gasturbine,0.0
t0045,SE4_gasturbine,0.0
t0046,SE4_gasturbine,0.0
t0047,SE4_gasturbine,0.0
t0048,SE4_gasturbine,0.0
t0049,SE4_gasturbine,0.0
t0050,SE4_gasturbine,0.0
t0051,SE4_gasturbine,0.0
t0052,SE4_gasturbine,0.0
t0053,SE4_gasturbine,0.0
t0054,SE4_gasturbine,0.0
t0055,SE4_gasturbine,0.0
t0056,SE4_gasturbine,0.0
t0057,SE4_gasturbine,0.0
t0058,SE4_gasturbine,0.0
t0059,SE4_gasturbine,0.0
t0060,SE4_gasturbine,0.0002
t0061,SE4_gasturbine,0.0
t0062,SE4_gasturbine,0.0
t0063,SE4_gasturbine,0.0
t0064,SE4_gasturbine,0.0
t0065,SE4_gasturbine,0.0
t0066,SE4_gasturbine,0.0
t0067,SE4_gasturbine,0.0
t0068,SE4_gasturbine,0.0
t0069,SE4_gasturbine,0.0
t0070,SE4_gasturbine,0.0
t0071,SE4_gasturbine,0.0
t0072,SE4_gasturbine,0.0
t0073,SE4_gasturbine,0.0
t0074,SE4_gasturbine,0.0
t0075,SE4_gasturbine,0.0
t0076,SE4_gasturbine,0.0
t0077,SE4_gasturbine,0.0
t0078,SE4_gasturbine,0.0
t0079,SE4_gasturbine,0.0
t0080,SE4_gasturbine,0.0
t0081,SE4_gasturbine,0.0
t0082,SE4_gasturbine,0.0
t0083,SE4_gasturbine,0.0
t0084,SE4_gasturbine,0.0
t0085,SE4_gasturbine,0.0
t0086,SE4_gasturbine,0.0
t0087,SE4_gasturbine,0.0
t0088,SE4_gasturbine,0.0
t0089,SE4_gasturbine,0.0
t0090,SE4_gasturbine,0.0
t0091,SE4_gasturbine,0.0
t0092,SE4_gasturbine,0.0
t0093,SE4_gasturbine,0.0
t0094,SE4_gasturbine,0.0
t0095,SE4_gasturbine,0.0
t0096,SE4_gasturbine,0.0
t0097,SE4_gasturbine,0.0
t0098,SE4_gasturbine,0.0
t0099,SE4_gasturbine,0.0
t0100,SE4_gasturbine,0.0
t0101,SE4_gasturbine,0.0
t0102,SE4_gasturbine,0.0
t0103,SE4_gasturbine,0.0
t0104,SE4_gasturbine,0.0
t0105,SE4_gasturbine,0.0
t0106,SE4_gasturbine,0.0
t0107,SE4_gasturbine,0.0
t0108,SE4_gasturbine,0.0
t0109,SE4_gasturbine,0.0
t0110,SE4_gasturbine,0.0
t0111,SE4_gasturbine,0.0
t0112,SE4_gasturbine,0.0
t0113,SE4_gasturbine,0.0
t0114,SE4_gasturbine,0.0
t0115,SE4_gasturbine,0.0
t0116,SE4_gasturbine,0.0
t0117,SE4_gasturbine,0.0
t0118,SE4_gasturbine,0.0
t0119,SE4_gasturbine,0.0
t0120,SE4_gasturbine,0.0
t0121,SE4_gasturbine,0.0
t0122,SE4_gasturbine,0.0
t0123,SE4_gasturbine,0.0
t0124,SE4_gasturbine,0.0
t0125,SE4_gasturbine,0.0
t0126,SE4_gasturbine,0.0
t0127,SE4_gasturbine,0.0
t0128,SE4_gasturbine,0.0
t0129,SE4_gasturbine,0.0
t0130,SE4_gasturbine,0.0
t0131,SE4_gasturbine,0.0002
t0132,SE4_gasturbine,0.0
t0133,SE4_gasturbine,0.0
t0134,SE4_gasturbine,0.0
t0135,SE4_gasturbine,0.0
t0136,SE4_gasturbine,0.0
t0137,SE4_gasturbine,0.0
t0138,SE4_gasturbine,0.0
t0139,SE4_gasturbine,0.0
t0140,SE4_gasturbine,0.0
t0141,SE4_gasturbine,0.0
t0142,SE4_gasturbine,0.0
t0143,SE4_gasturbine,0.0
t0144,SE4_gasturbine,0.0
t0145,SE4_gasturbine,0.0
t0146,SE4_gasturbine,0.0
t0147,SE4_gasturbine,0.0
t0148,SE4_gasturbine,0.0
t0149,SE4_gasturbine,0.0
t0150,SE4_gasturbine,0.0
t0151,SE4_gasturbine,0.0
t0152,SE4_gasturbine,0.0
t0153,SE4_gasturbine,0.0
t0154,SE4_gasturbine,0.0
t0155,SE4_gasturbine,0.0002
t0156,SE4_gasturbine,0.0
t0157,SE4_gasturbine,0.0
t0158,SE4_gasturbine,0.0
t0159,SE4_gasturbine,0.0
t0160,SE4_gasturbine,0.0
t0161,SE4_gasturbine,0.0
t0162,SE4_gasturbine,0.0
t0163,SE4_gasturbine,0.0
t0164,SE4_gasturbine,0.0
t0165,SE4_gasturbine,0.0
t0166,SE4_gasturbine,0.0
t0167,SE4_gasturbine,0.0
t0168,SE4_gasturbine,0.0
t0001,SE4_condensing,0.8
t0002,SE4_condensing,0.8
t0003,SE4_condensing,0.8
t0004,SE4_condensing,0.8
t0005,SE4_condensing,0.8
t0006,SE4_condensing,0.8
t0007,SE4_condensing,0.8
t0008,SE4_condensing,0.8
t0009,SE4_condensing,0.8
t0010,SE4_condensing,0.8
t0011,SE4_condensing,0.8
t0012,SE4_condensing,0.8
t0013,SE4_condensing,0.8
t0014,SE4_condensing,0.8
t0015,SE4_condensing,0.8
t0016,SE4_condensing,0.8
t0017,SE4_condensing,0.8
t0018,SE4_condensing,0.8
t0019,SE4_condensing,0.8
t0020,SE4_condensing,0.8
t0021,SE4_condensing,0.8
t0022,SE4_condensing,0.8
t0023,SE4_condensing,0.8
t0024,SE4_condensing,0.8
t0025,SE4_condensing,0.8
t0026,SE4_condensing,0.8
t0027,SE4_condensing,0.8
t0028,SE4_condensing,0.8
t0029,SE4_condensing,0.8
t0030,SE4_condensing,0.8
t0031,SE4_condensing,0.8
t0032,SE4_condensing,0.8
t0033,SE4_condensing,0.8
t0034,SE4_condensing,0.8
t0035,SE4_condensing,0.8
t0036,SE4_condensing,0.8
t0037,SE4_condensing,0.8
t0038,SE4_condensing,0.8
t0039,SE4_condensing,0.8
t0040,SE4_condensing,0.8
t0041,SE4_condensing,0.8
t0042,SE4_condensing,0.8
t0043,SE4_condensing,0.8
t0044,SE4_condensing,0.8
t0045,SE4_condensing,0.8
t0046,SE4_condensing,0.8
t0047,SE4_condensing,0.8
t0048,SE4_condensing,0.8
t0049,SE4_condensing,0.8
t0050,SE4_condensing,0.8
t0051,SE4_condensing,0.8
t0052,SE4_condensing,0.8
t0053,SE4_condensing,0.8
t0054,SE4_condensing,0.8
t0055,SE4_condensing,0.8
t0056,SE4_condensing,0.8
t0057,SE4_condensing,0.8
t0058,SE4_condensing,0.8
t0059,SE4_condensing,0.8
t0060,SE4_condensing,0.8
t0061,SE4_condensing,0.8
t0062,SE4_condensing,0.8
t0063,SE4_condensing,0.8
t0064,SE4_condensing,0.8
t0065,SE4_condensing,0.8
t0066,SE4_condensing,0.8
t0067,SE4_condensing,0.8
t0068,SE4_condensing,0.8
t0069,SE4_condensing,0.8
t0070,SE4_condensing,0.8
t0071,SE4_condensing,0.8
t0072,SE4_condensing,0.8
t0073,SE4_condensing,0.8
t0074,SE4_condensing,0.8
t0075,SE4_condensing,0.8
t0076,SE4_condensing,0.8
t0077,SE4_condensing,0.8
t0078,SE4_condensing,0.8
t0079,SE4_condensing,0.8
t0080,SE4_condensing,0.8
